.id,headline,description,source,date
247,Steuerung aus dem Orbit - Satelliten vernetzen Autos,Erst mit der nächsten Generation (5G) wird der Austausch enormer Datenmengen in Echtzeit möglich. Ab 2020 werden die ersten Funkzellen ...,Reuters Deutschland,28. Juni 2018
247,"Industry Voices—Madden: China's 5G ramp-up will start soon, and it ...","The Chinese government has not made any official announcements yet with regard to spectrum and 5G ramp-up plans, but the big network ...",FierceWireless,27. Juni 2018
247,Getting Real About Mobile 5G Speeds,"One thing that is now clear to me from this recent plethora of new information, however, is that users of actual mobile 5G services will not be ...",Light Reading,2. Juli 2018
247,5G Transport: Question Time,"There are very few concrete answers about how optical transport networks should be built out to support 5G, notes Heavy Reading's Sterling ...",Light Reading,26. Juni 2018
247,5G : Bouygues Telecom explique comment elle va changer notre vie,Bouygues Telecom a lancé son premier pilote 5G en France à Bordeaux ce 3 juillet 2018. Des premiers tests réalisés avec succès en ...,Phonandroid,3. Juli 2018
247,"What, if anything, does emergence of 5G mean for Wi-Fi?","Operators the world over are looking to commercialize multi-gigabit, low latency 5G services; it's the predominant source of hype in the ...",RCR Wireless News,2. Juli 2018
247,How Australia is gearing up for 5G,"The next-generation mobile connectivity, 5G, is being tested by Australian telcos this year ahead of the first network roll-outs in 2019. Although ...",ComputerWeekly.com,22. Juni 2018
248,"Altice, Huawei tie-up aims to make Portugal a European leader in 5G","“I believe that the Portuguese market will be one of the first globally to be able to use this (5G) technology,” said Alexandre Fonseca, CEO of ...",Reuters,5. Juli 2018
248,The US just took a key step to making 5G smartphones a reality,It's completely understandable why you might overlook the news that the Federal Communications Commission will conduct a pair of high-band ...,USA TODAY,11. Juli 2018
248,The US 5G 'Lead' Over Europe Is Bluster,"""America first,"" a jingoistic slogan that sums up President Donald Trump's foreign policy, could also be an assessment of the US position on 5G.",Light Reading,6. Juli 2018
248,5G for All Will Fuel Innovation,"A wireless revolution is coming. Next-generation 5G wireless networks will deliver higher speeds, lower lag time, and an incredible increase in ...",Multichannel News (blog),6. Juli 2018
248,Bouygues : les premiers tests embryonnaires de la 5G à Bordeaux,"Le mardi 3 juillet, Bordeaux est devenue la première ville française à accueillir des expérimentations de 5G ""en conditions réelles"". Cependant ...",Les Numériques,7. Juli 2018
248,Australia prepares to ban Huawei from 5G project over security fears,SYDNEY (Reuters) - Australia is preparing to ban Huawei Technologies Co Ltd from supplying equipment for its planned 5G broadband ...,Reuters,11. Juli 2018
248,5G : les premiers forfaits arrivent en France dès 2020 !,"Les premiers forfaits 5G vont débarquer en France à partir de 2020. L'Arcep et Mounir Mahjoubi, Secrétaire d'Etat en charge du numérique, ont ...",Phonandroid,16. Juli 2018
248,3GPP vs. IEEE: Did standards bodies miss an opportunity to align ...,The 3GPP has finalized the non-standalone and standalone 5G New Radio (NR) standards and is further defining the next generation of cellar ...,RCR Wireless News,9. Juli 2018
248,Will the US be 5G ready?,"With expected peak download speeds as high as 20 gigabits per second, 5G networks can download a full-length high-definition movie in ...",Brookings Institution (blog),13. Juli 2018
248,Nokia inks 5G app R&D partnership with Tencent,"Nokia has penned a deal with Tencent which will see the pair work together on the research and development of 5G apps, as the arrival of the ...",MobileMarketing Magazine,5. Juli 2018
250,Sprint says it will bring first 5G smartphone to US next year,"Sprint is getting ready for the 5G future, partnering with LG to bring what it says will be the first 5G smartphone to the U.S. capable of tapping ...",USA TODAY,14. Aug. 2018
250,Dish: Our 5G network is for the good of the US,Dish's Charlie Ergen said that the FCC should support his company's efforts to build out a 5G wireless network because it would aid the United ...,FierceWireless,3. Aug. 2018
250,"China beating US in race for 5G wireless, economic gains, says report","Posters about 5G technology by China Mobile are seen at the 2nd ... of the US in the race to build infrastructure for 5G wireless, a report says.",CNET,7. Aug. 2018
250,"5G: UK risks losing its lead, but some simple steps could prevent that","5G is expected to offer unprecedented data speeds, improve performance and be more energy efficient than the current 4G network. It could ...",The Conversation UK,2. Aug. 2018
250,Dish Networks to Build Virtualized 5G Network From Scratch,Satellite TV provider Dish Networks is planning to build a 5G network from the ground up that will provide both IoT connectivity and low-latency ...,SDxCentral,6. Aug. 2018
250,"5G Brings Amazing Opportunities, Serious Challenges","When it debuts in the next two years, the wireless nirvana known as 5G will open a wide array of dazzling possibilities. Downloads will be faster ...",DesignNews,2. Aug. 2018
250,A 5G Device Timeline for 2018 & Beyond,Now that operators and vendors have started to preview the very first 5G devices and smartphones to be available for the next-generation ...,Light Reading,7. Aug. 2018
250,China Mobile Hong Kong Boasts 5G Trial Success,HONG KONG -- China Mobile Hong Kong (CMHK) is the first network provider in Hong Kong to successfully complete end-to-end 5G network ...,Light Reading,13. Aug. 2018
250,5G : le réseau du futur serait dangereux pour la santé,La 5G pourrait comporter des risques pour notre santé. De nombreux experts pointent du doigt les ondes électromagnétiques accrues ...,Phonandroid,9. Aug. 2018
250,5 Emerging Technologies That 5G Will Positively Disrupt,"The next big tech innovation—5G—stands to revolutionize these and so many more, as it will be a major driver of digitalization. Why? 5G will be ...",Forbes,14. Aug. 2018
251,Vodafone-Tochter bringt 5G-Angebot in Lesotho an den Start,Johannesburg (Reuters) - Als erstes Land in Afrika bietet das kleine Lesotho im Süden des Kontinents ein kommerzielles 5G-Angebot an.,Reuters Deutschland,26. Aug. 2018
251,Australien schließt Huawei als 5G-Ausrüster aus,Sydney (Reuters) - Australiens Regierung hat mit Verweis auf Sicherheitsrisiken dem chinesischen Netzwerkbauer Huawei eine Beteiligung ...,Reuters Deutschland,23. Aug. 2018
251,"So, What's 5G, and Who Really Needs it?","Telecom companies have heavily touted the coming miracles of 5G wireless, which will “change the world” and so on, with blazing fast speeds ...",GovernmentCIO Media,27. Aug. 2018
251,Australia is getting more in sync with the US on Huawei,"23), Australia said that Huawei won't be allowed to help it build 5G wireless infrastructure, seen as vital to developing the Internet of Things, ...",Quartz,23. Aug. 2018
251,Editor's Corner—5G is operators' chance to correct their 'unlimited ...,"5G has been heralded as many things: a massive boost in wireless speeds, a dramatic increase in network capacity, and an opportunity for ...",FierceWireless,28. Aug. 2018
251,Qu'est-ce que la 5G va changer? Tout savoir sur ce réseau,"Le réseau 5G devrait être une réalité d'ici 2020 dans les foyers. Voici tout ce qu'il faut savoir sur la 5G, le réseau du futur pour nos smartphones ...",Express FR (Communiqué de presse),21. Aug. 2018
251,5G rollout could create up to 3 million jobs and add $500 billion to ...,The blistering speed and expanded coverage of the nascent 5G wireless network is currently in development across the world. A recent report ...,Consulting.us,21. Aug. 2018
251,Updated: Nokia says it is owed up to $3.50 for every 5G smartphone,"Nokia announced its patent-licensing rate for 5G smartphones, pegging the value of its 5G patents at up to $3.50 per smartphone. That is ...",FierceWireless,22. Aug. 2018
251,Brevets et royalties : la 5G s'annonce très chère pour les fabricants,"Alors que la 5G connaît désormais la base de ses standards techniques, Nokia a jugé le moment opportun pour annoncer la couleur ...",Les Numériques,26. Aug. 2018
251,South Africa's Vodacom launches 5G internet service in Lesotho,"JOHANNESBURG, Aug 25 (Reuters) - South Africa's Vodacom launched what it said was Africa's first commercial 5G internet service in ...",Reuters,25. Aug. 2018
252,Huawei-Deutschland-Chef - Bringen 2019 5G-Smartphones in Handel,"“Wir werden nächstes Jahr 5G-fähige Geräte - darunter auch Smartphones - in den Handel bringen”, kündigte Huawei-Deutschland-Chef ...",Reuters Deutschland,3. Sept. 2018
252,5G is almost here — here's how everyone's getting ready,"5G is coming, and it's going to have a massive impact on almost every facet of how we use technology, with faster speeds and lower latency ...",The Verge,7. Sept. 2018
252,Space: a new frontier for 5G,"Talk is of 5G offering up to 1,000 times the capacity and much higher connection density than today's 4G networks. But that will need hundreds ...",Capacity Media,30. Aug. 2018
252,Verizon will launch 5G home internet service starting October 1st,"Verizon's 5G broadband internet service will go live later this fall, with installations starting on October 1st in Houston, Indianapolis, Los ...",The Verge,11. Sept. 2018
252,Ericsson and T-Mobile ink $3.5 billion deal for 5G,"As it moves from LTE Advanced networks to 5G, T-Mobile said it will use the Ericsson portfolio of products to expand its existing LTE capacity ...",TechCrunch,11. Sept. 2018
252,Verizon sees 5G revolutionizing everything from surgery to ...,Verizon sees 5G revolutionizing everything from surgery to education to transportation — so it's opening high-tech labs in 4 cities by end of year.,Business Insider UK,10. Sept. 2018
252,Verizon's CTO gives forthcoming network a new name: '5G Ultra ...,"In what may be an attempt to set the company apart from its rivals, its acting CTO said Verizon would call its forthcoming 5G network “5G Ultra ...",FierceWireless,11. Sept. 2018
252,Internet of Things: A1 mit IoT-Showroom auf dem Forum Alpbach,IoT und 5G sind unbestritten Schlüsseltechnologien der Zukunft. Wir sprachen mit A1 CTO Marcus Grausam auf dem Forum Alpbach über das ...,derbrutkasten.com,31. Aug. 2018
252,"Japan's Docomo ""most promising"" 5G operator, says Juniper","Mobile carriers in Japan and South Korea have beaten their counterparts in US and China in the competition of 5G implementation, according ...",Telecom Asia,2. Sept. 2018
252,AT&T plans to launch 5G in Orlando early next year,AT&T announced plans Tuesday to become the first internet service provider to offer 5G speeds to Orlando customers by early next year.,Orlando Sentinel,11. Sept. 2018
253,Parteien unzufrieden mit Behörden-Plan für Mobilfunkstandard-5G,"In der Beiratssitzung der Bundesnetzagentur habe es Kritik an den Eckpunkten der Behörde für 5G gegeben, sagten mehrere Teilnehmer am ...",Reuters Deutschland,24. Sept. 2018
253,Confused about 5G? Here's what it is (and when it's coming to Austin),"Amidst tech's hottest trends — cryptocurrency, the blockchain, machine learning et al. — 5G connectivity has emerged as one of the most ...",Built In Austin,18. Sept. 2018
253,When Will Ultrafast Internet Come to Your Phone?,A surge in mobile-data demand worldwide has more and more people asking when they'll get that speedy next-generation 5G mobile service.,Bloomberg,16. Sept. 2018
253,Is 5G A CIA Plot?,"But before we get to that I'd like to look at where I got the idea that 5G might be a CIA plot. It was on a bus shelter in Archway, North London.",Forbes,18. Sept. 2018
253,Five Ways 5G Will Rock Our World,"But 5G is a different kind of upgrade, one that could radically alter the way we live and work. If it lives up to billing, 5G-enabled wireless systems ...",Forbes,21. Sept. 2018
253,The real 5G 'race' is to serve all Americans,September 28 will see a White House rally to promote U.S. leadership in fifth generation (5G) wireless technology. I was part of a similar event ...,Brookings Institution (blog),25. Sept. 2018
253,5G Is Finally Coming to American Homes,"If there was one takeaway from Mobile World Congress Americas (MWCA) 2018, it's that companies are very excited about 5G...very excited.",DesignNews,18. Sept. 2018
253,"Indiana, center of the 5G wireless world","These small cells are a key architectural facet of the next generation of wireless broadband, known as 5G, and over the next few years we'll ...",American Enterprise Institute,19. Sept. 2018
253,5G Puts Emphasis on Need for Cellphone Signal Boosters,"If integrators think their clients have a rough time getting cell signals now, just wait until 5G comes along. 5G cell signals operate at the high end ...",CEPro,19. Sept. 2018
253,Where Each Wireless Carrier Stands in the 5G Race,"If you've been following the wireless industry for the past couple of years, you've undoubtedly heard management and analysts talk about 5G.",Motley Fool,21. Sept. 2018
255,Zwei konkrete 5G-Industrie-Usecases,"Konkret wurden zwei 5G-Industrie-Usecases gezeigt. Gemeinsam mit Nokia, das die Chancen der Technologie nutzen will, um wieder Industry ...",derbrutkasten.com,19. Okt. 2018
255,The 5G Tsunami Is Coming In 2019,"The launch of 5G will be significantly different than previous generations. With the inclusion of several wireless technologies like sub-6GHz, ...",Forbes,23. Okt. 2018
255,Why CUPS Is a Critical Tool in the 5G Toolbox,Control and User Plane Separation (CUPS) isn't a new concept in the wireless world but it's quickly becoming an integral part of the 5G network ...,SDxCentral,22. Okt. 2018
255,"As 5G Launches, Consumers Couldn't Care Less. Here's Why They ...","If you're like most cell phone users, you probably aren't paying attention to the slow rollout of 5G this year, including AT&T's recent ...",Forbes,14. Okt. 2018
255,The War For The World's 5G Future,"Fifth-generation or 5G technology is much more than the future of global telecommunications, offering more bandwidth than anyone ever ...",Forbes,17. Okt. 2018
255,Verizon Says 5G Home Launch Will Prepare It for a Nationwide ...,"It's been three weeks since Verizon launched its 5G Home product, which the company is billing as the first commercial 5G service to go live in ...",SDxCentral,23. Okt. 2018
255,Exclusive: China's Huawei opens up to German scrutiny ahead of ...,"The move follows Australia's decision to ban Huawei from supplying 5G equipment over concerns it could facilitate Chinese spying, and its ...",Reuters,23. Okt. 2018
255,"The 5G Revolution Starts Next Year, And This Stock Will Double As ...","It's a $500 billion project called 5G, or Fifth Generation Wireless Technology. 4G required around 200,000 new cell towers. AT&T says 5G will ...",Forbes,15. Okt. 2018
255,The Road to China's Global 5G Domination Is Here,"With 6,400 planned 5G stations and a strategy to connect all residents with fiber optic broadband by 2020, Yinchuan is the tip of Beijing's spear ...",OZY,21. Okt. 2018
255,This Is How 5G Might Save Your Life,"As the aging West faces a growing demand for already stretched emergency services, 5G is emerging as a potential savior. Literally.",OZY,22. Okt. 2018
256,"Zukunft der Telekommunikation: 5G, Clouds und Glasfaser","Von 5G-Netzen bis zum Internet der Dinge, von Clouds bis Glasfaser. Das nächste Kapitel in der Geschichte der Telekommunikation wird mit ...",euronews,31. Okt. 2018
256,Everything you need to know about 5G,"5G is, perhaps unsurprisingly, the fifth generation of wireless networking technology. The first generation launched in 1983, and currently, 4G ...",Quartz,31. Okt. 2018
256,America's 5G Rendezvous With Destiny,"Since that article was published, two more countries—Saudi Arabia and Turkey—have jumped on the China 5G Express, powered by Chinese ...",Forbes,29. Okt. 2018
256,US Cellular eyes 5G for fixed wireless,"U.S. Cellular has been testing various 5G services, including standards-based 5G equipment in millimeter-wave spectrum, and executives said ...",FierceWireless,5. Nov. 2018
256,Trump signs order to set US spectrum strategy as 5G race looms,The goal is to ensure there is enough spectrum to handle the growing amount of internet and wireless traffic and that future faster 5G networks ...,Reuters.com,25. Okt. 2018
256,Why China Is Way Ahead In Super-Speedy Wireless 5G Deployment,"China is likely to win the race to next-generation wireless technology, according to analysts. And the negative consequences for the U.S. of ...",Forbes,29. Okt. 2018
256,Is Germany actually ahead of the game on 5G?,Germany's broadcasting authority is set to release details next month about the 5G spectrum license auctions slated for spring 2019. Germany ...,Handelsblatt Global Edition,27. Okt. 2018
256,Do we even need 5G at all?,"Faster phones, easier access to on-demand video, simpler networking — on the surface, 5G sounds like a dream. So why is it more of a ...",Digital Trends,26. Okt. 2018
256,This is AT&T's 5G 'puck': its first mobile 5G device,AT&T CEO Randall Stephenson said in January that AT&T's first mobile 5G device would be a “puck.” Today AT&T took the wraps off that ...,FierceWireless,26. Okt. 2018
256,Will 5G be the answer for underserved rural America?,"He's hoping that 5G will be the answer the state has been waiting for, eventually bringing broadband coverage to all Kentuckians.",Android Central,27. Okt. 2018
257,"Huawei in 2019: Quad-Cam, 10x-Optischer Zoom, 5G und faltbares ...","Nach dem Mate 20 steht für Huawei die Vorbereitung für 2019 an, einen ersten Einblick in die Pläne des Konzerns gewährt der Europa-Chef ...",Notebookcheck,14. Nov. 2018
257,Spionagegefahr: Misstrauen gegen Huawei in Deutschland bei 5G ...,Vor allem bei dem anstehenden und für die Zukunft elementar wichtigen 5G-Ausbau ist das Misstrauen gegen die Kommunikationsriesen aus ...,Notebookcheck,14. Nov. 2018
257,Die Smart City in fünf Jahren: fliegende Taxis und eine Stadt ohne ...,Der Start der 5G-Technologie steht kurz bevor. Auf dieser Basis des neuen Mobilfunk-Standards werden das Internet of Things und die Smart ...,derbrutkasten.com,8. Nov. 2018
257,5G wireless: Separating fact from fiction for cities and states,"New wireless technologies, including 5G, are poised to expand the reach and robustness of mobile connectivity and boost broadband choices ...",American Enterprise Institute,13. Nov. 2018
257,Report: 5G likely to disrupt smartphone market,One of the oft-repeated 5G mantras is that the industry “doesn't know what it doesn't know” — that whatever application or device ends up ...,RCR Wireless News,20. Nov. 2018
257,German officials sound China alarm as 5G auctions loom,"The behind-the-scenes push in Berlin, which comes after decisions by Australia and the United States to ban Chinese suppliers from 5G, has ...",Reuters,13. Nov. 2018
257,What we know about 5G smartphones (so far),A forecast from Strategy Analytics shows that Chinese vendors could gain share as 5G prices decline towards 2028. (Strategy Analytics).,FierceWireless,15. Nov. 2018
257,Samsung to support TIM's 5G commercial launch in 2019,Italian carrier TIM and Samsung Electronics have signed a strategic collaboration agreement for the joint launch of TIM's 5G services in Italy.,RCR Wireless News,15. Nov. 2018
257,Nokia reorganizes ahead of expected 5G spike in 2019,The commercialization of 5G is set for a big year in 2019 given operator plans and the timeline for handset availability. With Verizon claiming a ...,RCR Wireless News,13. Nov. 2018
257,"BT to Put 5G at 1500 Sites in 2019, Beating Vodafone",BT mobile subsidiary EE will launch 5G services in 16 UK cities next year as it looks to beat rivals to a commercial rollout of the next-generation ...,Light Reading,13. Nov. 2018
259,AT&T's 5G network goes live in 12 cities — but you can't use it yet,"AT&T says its 5G network went live in parts of 12 cities this morning, making it the first wireless carrier to launch a mobile network based on the ...",The Verge,18. Dez. 2018
259,China is racing ahead in 5G. Here's what that means.,"Last fall, the Fangshan government and China Mobile, the country's largest mobile operator, outfitted a 6-mile (10-kilometer) road with 5G cell ...",MIT Technology Review,18. Dez. 2018
259,The WIRED Guide to 5G,The promise is that 5G will bring speeds of around 10 gigabits per second to your phone. That's more than 600 times faster than the typical 4G ...,WIRED,13. Dez. 2018
259,Verizon to double 5G Home speeds in 6 months,"In his presentation, Verizon's Bill Stone said that the operator's 5G Home service currently uses 400 MHz channels and will expand that to 800 ...",FierceWireless,6. Dez. 2018
259,5G is coming: what you need to know,"There is no stopping the 5G revolution, especially since everyone seems to be on board. From network operators to smartphone manufacturers ...",SlashGear,9. Dez. 2018
259,Decoding 5G: A cheat sheet for next-gen cellular concepts and jargon,"Everything about the next-generation cellular standard 5G is complicated — too complicated for average users, and guaranteed to confuse ...",VentureBeat,12. Dez. 2018
259,"Don't buy a 5G smartphone—at least, not for a while","2019 is going to be the year of 5G—at least, that's what the cellular industry keeps saying. We're going to see the launch of several 5G ...",Ars Technica,14. Dez. 2018
259,Why 5G Hype Is Out of Control This Week,"This week, we've been assaulted with a barrage of 5G “news” and announcements, but without a real good reason for why things are ...",Gizmodo,7. Dez. 2018
259,"Why You'll Still Need Wifi When 5G Is Everywhere, According to the ...","As with 5G, there are two main improvements coming with Wi-Fi 6: Faster speeds (so your downloads zip along more quickly) and greater ...",Gizmodo,18. Dez. 2018
259,5G investment needs to scale up for AVs to reach full potential,"Forthcoming 5G networks are expected to expedite advances in AV technology, but the infrastructural investment required has been estimated ...",Axios,12. Dez. 2018
261,Norwegen erwägt Ausschluss von Huawei bei 5G-Aufbau,Oslo/Peking (Reuters) - Die Regierung in Norwegen prüft den Ausschluss des chinesischen Netzwerkausrüsters Huawei vom Aufbau der für ...,Reuters Deutschland,10. Jan. 2019
261,D-Link zeigt 5G-Gateway für Heimnetzwerke,D-Link hat mit dem DWR-2010 5G einen neuen Mobilfunk-Gateway vorgestellt. Als eines der ersten Modell überhaupt unterstützt das Gerät ...,Notebookcheck,4. Jan. 2019
261,"What is 5G, how fast is it, and when is it coming?","Talk about ""5G"" has been circulating for years now, but it's only recently that the next-generation, super-fast wireless technology has become a ...",Business Insider UK,5. Jan. 2019
261,"AT&T is labeling phones '5G Evolution.' Don't be fooled, they aren't 5G","Shopping for a new phone on AT&T's website, you might come across a feature tab labeled ""5G Evolution."" Don't be fooled. This isn't actual 5G ...",USA TODAY,8. Jan. 2019
261,5G vs. 5G E vs. 5GHz: What's the Difference?,"Is your Wi-Fi 5G? How about your AT&T phone? Doesn't 5G require new cell towers, like, everywhere? No, no, and no. Confusing branding ...",PCMag.com,7. Jan. 2019
261,AT&T is lying to customers with 5G marketing,After a recent update some AT&T phones now have a 5G E icon. This icon replaces the one indicated the phone is running on a 4G network.,TechCrunch,7. Jan. 2019
261,"5G versus 4G: How speed, latency and application support differ","You've probably already heard about 5G, the new cellular technology that's poised to bring massive change to both mobile and fixed wireless ...",Network World,7. Jan. 2019
261,"Intel Explains 5G, When It's Coming And Why It Will Be Huge","With 4G being largely established, the next step is 5G, but while it will ramp speeds up massively yet again, it will do much more besides.",Forbes,15. Jan. 2019
261,Big Cable's '10G' campaign betrays a fear of wireless 5G,"5G networks are poised to be a big thing, with promises of big speed boosts that some think may even one day be able to compete with ...",The Verge,9. Jan. 2019
261,"When we say “5G,” we mean 5G.","The potential for 5G is awesome, but the potential to over-hype and under-deliver on the 5G promise is a temptation that the wireless industry ...",Verizon Communications,7. Jan. 2019
262,Mehrere Dax-Konzerne an Aufbau lokaler 5G-Netze interessiert,Berlin/Frankfurt (Reuters) - Einige der größten DAX-Konzerne wollen ihre Digitalisierung mit dem Aufbau eigener 5G-Funknetze vorantreiben.,Reuters Deutschland,24. Jan. 2019
262,Is 5G as fast as they're saying? We break down the speeds,"Excitement about 5G, the fifth generation of mobile network technology, has been building steadily. The long process of rolling out 5G networks ...",Digital Trends,22. Jan. 2019
262,5G: what will it offer and why does it matter?,Never in the history of the mobile phone has there been so much hype about a new technology ahead of its launch than there is with 5G.,The Conversation UK,24. Jan. 2019
262,"In 5G Race With China, US Pushes Allies to Fight Huawei",The transition to 5G — already beginning in prototype systems in cities from Dallas to Atlanta — is likely to be more revolutionary than ...,New York Times,26. Jan. 2019
262,5G phones make a lot of promises. Here's what to really expect,"With the deployment of the first 5G networks in the U.S., hype for the next generation of wireless technology is hitting fever pitch. AT&T says 5G ...",Digital Trends,19. Jan. 2019
262,What is fixed wireless 5G? Here's everything you need to know,"If 2019 tech will be remembered for anything, it'll be 5G. It's about to make a huge impact in the way we experience wireless connectivity.",Digital Trends,19. Jan. 2019
262,"Huawei And The Race For 5G, The Latest Generation Of Cellphone ...","5G, the next generation of high-speed wireless, could change everything about mobile computing. But there are also national security concerns ...",WAMU 88.5,29. Jan. 2019
262,"If 5G Is So Important, Why Isn't It Secure?",The Trump administration's so-called “race” with China to build new fifth-generation (5G) wireless networks is speeding toward a network ...,New York Times (blog),21. Jan. 2019
262,"5G SA Core, Handset Deployments to be Delayed, Dell'Oro Says","Analysts are predicting delays in standalone (SA) 5G core network and 5G handset deployments, which are now not expected to hit the streets ...",SDxCentral,28. Jan. 2019
262,Huawei claims world first with core chips for 5G base stations,"At a 5G launch event in Beijing today that doubled up as a briefing for Mobile World Congress (MWC), taking place in Barcelona in February, ...",Capacity Media,24. Jan. 2019
263,Behörden warnen: China könnte 5G-Netz durch Huawei ausschalten,Deutsche Sicherheitsbehörden würden im Falle eines 5G-Netzausbaus durch Huawei nicht nur den Einbau von «Hintertüren» – etwa für ...,Techgarage (Blog),3. Febr. 2019
263,Apple just endorsed AT&T's fake 5G E network,"There are no 5G iPhones, and there probably won't be 5G iPhones for a while. But that isn't stopping Apple and AT&T: they are reportedly ...",The Verge,4. Febr. 2019
263,"Sécurité, santé, vitesse : que vaut vraiment la 5G ?","Toujours plus rapide, efficace et polyvalente : la 5G, star des derniers Consumer Electronics Shows à Las Vegas et du Mobile World Congress ...",Usbek & Rica,12. Febr. 2019
263,5G can't fix America's broadband problems,"Speaking on the company's earnings call last week, AT&T CEO Randall Stephenson said he sees fifth-generation wireless (5G) becoming a ...",The Verge,6. Febr. 2019
263,Is 5G dangerous? We asked an expert,"Harnessing millimeter wave (mmWave) spectrum for faster data speeds is one of the biggest breakthroughs of 5G, the next generation cellular ...",Digital Trends,11. Febr. 2019
263,Sprint is suing AT&T over '5G E' lies,"Sprint is suing AT&T in federal court over its decision to rebrand some of its 4G LTE networks as “5G E.” The lawsuit, first spotted by Engadget, ...",The Verge,8. Febr. 2019
263,Why 5G Isn't Here Yet Even Though We Are Being Told It Is,This is a 5G phone. It's a reference device built to allow networks to experiment. There is however a problem. The first 5G standards have not ...,Forbes,7. Febr. 2019
263,"5G vs. LTE: What's the difference, and does it matter?","If you're shopping for a phone or thinking about switching carriers, then you're likely to come across the terms 5G and LTE. Both relate to mobile networks, but ...",Digital Trends,9. Febr. 2019
263,"Explainer: The promise of 5G wireless - speed, hype, risk","In this Jan. 9, 2019, file photo a sign advertises 5G at the Qualcomm booth at CES International in Las Vegas. 5G is a new technical standard ...",Phys.Org,11. Febr. 2019
263,Some iPhone users on AT&T will soon see a new '5G E' symbol on ...,"Some iPhone users on AT&T will soon likely see a new ""5G E"" symbol where the LTE symbol used to be when a new iOS update rolls out.",Markets Insider,6. Febr. 2019
264,MWC19 | OnePlus zeigt 5G-Handy als Prototyp,OnePlus präsentiert seinen ersten Prototypen eines 5G-Smartphones auf Basis der Qualcomm Snapdragon 855 Mobile-Plattform auf dem ...,Notebookcheck,25. Febr. 2019
264,Oppo zeigt Kamera mit optischem 10x-Zoom und 5G-Smartphone,Auf einem Event im Rahmen des MWC hat Oppo jetzt nähere Details zu der Kamera verraten und ausserdem sein erstes 5G-Smartphone ...,Techgarage (Blog),23. Febr. 2019
264,Politiker von CDU und SPD gegen Huawei-Beteiligung am 5G-Ausbau,Der neue Mobilfunk-Standard 5G aber werde künftig das zentrale Nervensystem der deutschen Gesellschaft sein. Die Bundesregierung dürfe ...,Reuters Deutschland,17. Febr. 2019
264,MWC19 | ZTE: Axon 10 Pro startet mit 5G-Modem (Hands-On-Video),(Update: Hands-On-Video und weitere Specs) 5G ist wichtiges Thema am Mobile World Congress und der chinesische Netzwerkausrüster ZTE ...,Notebookcheck,25. Febr. 2019
264,How Fast 5G Mobile Internet Feels,"Wireless service is on the verge of an upgrade. Carriers are racing to start rolling out the next generation of wireless networks, called 5G, ...",Wall Street Journal,22. Febr. 2019
264,"Samsung Galaxy S10 5G: Flaggschiff mit 6,7 Zoll-Display und Quad ...","Es war ja zu erwarten, und wurde bereits vorab gemunkelt - Samsung bringt auch eine spezielle, vierte 5G-Version des Galaxy S10 auf den ...",Notebookcheck,20. Febr. 2019
264,Qualcomm: Snapdragon 865 mit integrierten 5G-Modem kommt ...,Mit dem Snapdragon 865 implementiert Qualcomm erstmals ein 5G-Modem direkt in den SoC. Bei dem Modem handelt es sich um das ...,Notebookcheck,26. Febr. 2019
264,Trump Wants '5G' and 'Even 6G' Wireless Technology 'As Soon As ...,"President Donald Trump on Thursday said he wants U.S. companies to more quickly implement what's called 5G wireless technology, the latest ...",TIME,21. Febr. 2019
264,MWC19 | Xiaomi Mi 9 und Mi Mix 3 5G Euro-Launch: Offizielle Infos,Xiaomi hat am Mobile World Congress die erwarteten Euro-Varianten von Mi 9 sowie Mi Mix 3 5G angekündigt und konkrete Preise genannt.,Notebookcheck,24. Febr. 2019
264,"Deeper Dive—How Batman is helping prove out 5G, cloud-based ...","AT&T, Ericsson, Intel and Warner Bros. with DC are using 5G technology and edge computing to build a location-based mixed-reality ...",FierceVideo,22. Febr. 2019
265,"5G-Auktion: 188 Mio. Euro für die Staatskasse, A1 mit größtem Anteil","Heute wurden von der österreichischen Telekombehörde RTR die 5G-Lizenzen versteigert. A1 sicherte sich, wie schon bei 4G, das größte ...",derbrutkasten.com,7. März 2019
265,5G phones are here but don't rush to upgrade,This year's Mobile World Congress — the CES for Android device makers — was awash with 5G handsets. The world's No.1 smartphone seller ...,TechCrunch,2. März 2019
265,5G Is Coming. Here's Everything You Need to Know About It.,The 5G whispers started last year. Now they're a battle cry. This fifth generation of networking is about to radically change how we ...,Esquire.com,6. März 2019
265,US Cellular to Launch 5G in the Second Half of 2019,Count U.S. Cellular -- the fifth-largest wireless network operator in the United States in terms of customers -- as another player on the 5G ...,Light Reading,1. März 2019
265,Never mind the hype. 5G is arriving with deeply mysterious baggage,5G will therefore require eye-watering levels of investment in new kit by the network operators. The big question is: who makes the kit?,The Guardian,9. März 2019
265,La 5G est-elle dangereuse pour la santé ? Les scientifiques sonnent ...,La 5G est deux fois plus rapide que la 4G. ... demande auprès des Nations Unies et de l'Organisation mondiale de la santé pour reporter la 5G.,Express FR,4. März 2019
265,Five Advancements 5G Will Enable In The Future,"Hot off the heels of the Mobile World Congress 2019, there's one technology everyone is buzzing about more than any other: 5G. While there ...",Forbes,6. März 2019
