.id,headline,description,source,date
22,"Agilent Technologies, Inc. F4Q09 (Qtr End 10/31/09) Earnings Call ...","Agilent Technologies, Inc. (NYSE:A) F4Q09 Earnings Call November 13, 2008 8:30 AM ET. Executives. Alicia Rodriguez - Vice President of ...",Seeking Alpha (blog),"Nov 13, 2009"
22,Sagem-Interstar Adds Fax Support to Microsoft Exchange 2010,3g 4g amazon android apple asterisk at&t att broadband call center cisco communications conference consumer electronics crm facebook fcc ...,TMC Net (blog),"Nov 15, 2009"
22,Parodie de r�seaux sociaux : le diable s'habille en Hatebook,"Détournement, second degré et colère feinte…voilà ce qui motive des internautes à se créer un profil sur Hatebook, ce site antithèse de ...",CommentCaMarche.net,"Nov 12, 2009"
23,Mangrove Windows Mobile 6.5.1 Internet Tablet,"Another wireless standard on board is WiMax, essentially 4G mobile data that is supported by Sprint in the US. If you're interested, the device ...",pocketnow.com,"Nov 20, 2009"
23,Pingback: 3 Million Dollar iPhone 3GS Supreme is World's Most ...,it doesn't looks cool for me. Edwinus Roterodamus. and in a few months Apple will release iPhone 4G and this will be obsolete… Natalie.,Redmond Pie,"Nov 27, 2009"
23,Samsung launches Corby Mate (B3313) in India,"When it comes to Connectivity the device supports Dual 4G VoLTE, Wi-Fi 802.11 ac (2.4GHz + 5GHz), Bluetooth 5, GPS + GLONASS, and ...",MobiGyaan,"Nov 19, 2009"
23,Spice Mobile launches M 6060 Dual SIM Edutainment Phone,"Spice Mobiles has recently launched M-6060 Edutainment phone. The phone is loaded with test papers, vocabulary guides, general ...",MobiGyaan,"Nov 30, 2009"
23,Altec Lansing inMotion Classic iMT620 iPhone stereo review,"We've been playing with the Altec Lansing inMotion Classic iMT620 for a few days now, and before you think ""man, not another iPhone stereo ...",engadget (blog),"Nov 19, 2009"
23,300 HSPA Networks Deployed Globally,"HSPA, one of the fastest mobile technologies available on the market today, which comes as an enhancement over UMTS, is said to have seen ...",Softpedia,"Nov 20, 2009"
23,Giải ph�p nào để thay thế ARPU?,"CEO của Ericsson từng dự đoán là sẽ có 7 tỉ thuê bao 3G/4G trước năm 2014 và con số này sẽ tăng lên 50 tỉ vào năm 2020. Khi đó, ARPU của ...",Thông tin công nghệ,"Dec 1, 2009"
23,Best PC Simulation Games (Car Racing Games),"“Riders on the storm….like a dog without a bone and an actor all alone” –The Doors ft. Snoop Dog. If you have a rocker like this as the main menu music, ...",Blogote (blog),"Nov 25, 2009"
24,First 4G Mobile Network Launches . . . In Sweden :(,"For all of you waiting for mobile data networks to catch up to broadband speeds on cable and DSL, the first 4G/LTE network has arrived . . . in ...",TechCrunch (blog),"Dec 14, 2009"
24,The Company Behind Your Laptop,"Simon Lin strides into a conference room sporting a bright yellow tie and plops into a chair. The chairman and chief executive of Wistron, the world's third-largest ...",Forbes,"Dec 3, 2009"
24,Can we Identify the United States as a Bad AT&T Service Area?,... relationship with AT&T or to expand to other networks like Verizon Wireless who are preparing to launch their 4G LTE network nationwide.,Technosailor (blog),"Dec 7, 2009"
24,Tiger Woods Updates: Tiger Woods Pulled Off From Advertisements,"From the day of his car accident followed by the shocking disclosure of his alleged relationship with Rachel Uchitel, it is now observed that ...",Redmond Pie,"Dec 11, 2009"
24,How to be the world's greatest ISP,"It can, however, be imagined that every ISP will in the near future add a 3G/4G/Wimax femtocell to its routers and farm these out to wireless ...",Ars Technica,"Dec 8, 2009"
24,Tech Industry's Biggest M&A Deals of 2009,"But LTE is gaining steam as well, with both Verizon and AT&T saying they will use LTE for their 4G networks. Starent's technology has been ...",CIO,"Dec 9, 2009"
24,AT&T Outage Has San Francisco Users in a Tizzy,AT&T Wireless customers in San Francisco are in a froth after the network's wireless data services went offline Friday afternoon. Reports started ...,Wired News,"Dec 11, 2009"
24,UMI: A Modular Way Around Smart Meter Standards Confusion?,"... public wireless technologies such as GSM, which UMI can support, though the modules also could be upgraded to operate over 4G networks ...",Greentech Media,"Dec 9, 2009"
24,Why Google should buy Sprint,... technology that Sprint uses (such as that lack of simultaneous data and voice usage) and map out a shift to so-called 4G (probably using LTE ...,InfoWorld,"Dec 9, 2009"
24,What exactly does Comcast already own? Here's a list,"... event and audience marketing/management enterprises, with financial interests in motion pictures, 4G wireless, public television, and more ...",Ars Technica,"Dec 7, 2009"
26,Sprint Overdrive 3G/4G WiMAX mobile hotspot announced [Updated],"Sprint have announced their latest 4G WiMAX modem, the Sierra Wireless Overdrive, and it's basically a MiFi on steroids. Like the MiFi, the ...",SlashGear (blog),"Jan 6, 2010"
26,Netgear MBRN3000 and DGN2200M WiFi-N routers get 3G/4G ...,The range is led by the new Netgear 3G/4G Mobile Broadband Wireless-N Router (MBRN3000) and the Netgear Wireless-N 300 Router with ...,SlashGear (blog),"Jan 6, 2010"
26,"iPhone 4G Coming in May, Mobile Operators Reveal","Whether or not the Apple tablet is real, speculation has also centered around a 4G iPhone, believed to launch in May. This would suggest ...",Softpedia,"Jan 12, 2010"
26,FierceTelecom 2010 Prediction: Industry leaders weigh in,... over SONET will be too compelling to pass up when fiber must be taken to tens-of-thousands of new towers in 2010 to support 4G rollouts.,FierceTelecom,"Jan 4, 2010"
26,"Sprint Launches Lotus Elite, Overdrive Modem/Router and Motorola ...",The Sprint Overdrive is the first hybrid 3G/4G router with a built-in microSDHC slot and display that supports shared storage between 5 users ...,PhoneNews.com,"Jan 10, 2010"
26,Wi2Wi chip promises Mobile Embedded Hotspots for all,"Sharing 3G or 4G connections among multiple WiFi clients has become increasingly popular this year, with Novatel's MiFi kicking off the trend ...",SlashGear (blog),"Jan 8, 2010"
26,"Lenovo intros ThinkPad Edge, X100e ultraportable and other ...","It'll include a choice of AMD processors (Turion X2 or Athlon X2), optional 3G / 4G WWAN modules, a full suite of Lenovo's own ThinkVantage ...",Engadget (blog),"Jan 3, 2010"
26,EVGA shows us their Dual Socket 1366 Board,CES 2010 - So when we stopped by the EVGA suite we got the chance to have some hands on time with their new dual socket 1366 board. This workstation ...,TweakTown,"Jan 9, 2010"
26,Apple Tablet and iPhone OS 4.0 Beta to Launch on January 27,This could possibly make way for the Next Generation iPhone 4G to finally have higher resolution display like the rival Android and Windows ...,Redmond Pie,"Jan 4, 2010"
26,Ten Technologies That Will Rock 2010,As mobile data networks beef up their 3G bandwidth and even start to tiptoe into true broadband with 4G (which Verizon is heading towards ...,TechCrunch (blog),"Jan 1, 2010"
27,"Cox Successfully Demonstrates the Delivery of Voice Calling, High ...",Cox's 4G technology and service trials utilize the AWS and 700 MHz spectrum that it acquired at Federal Communication Commission auctions ...,PR Newswire (press release),"Jan 25, 2010"
27,iPhone 4G to Feature Magic Mouse like Touch Sensitive Case?,"Rumors regarding the next-generation iPhone keeps gaining the moment. A recent rumor from Bloomberg site claims that an analyst, named ...",Redmond Pie,"Jan 14, 2010"
27,Next Generation iPhone 4G that Looks Like an iMac,This popular and blockbuster hit design of iMac has led a designer to think and replicate the same for the forthcoming iPhone 4G. The mix of ...,Redmond Pie,"Jan 14, 2010"
27,Goldman Sachs analyst: next iPhone to have Magic Mouse like casing,"One thing's for certain, though: the iPhone is due for a more drastic re-imagining after three years, and I expect the iPhone 4G to be far different ...",Cult of Mac (blog),"Jan 14, 2010"
27,Strip secrets of the natives,Or pick a section you'll remember easily and find a spot there: I always try to park in 3D; a friend likes 4G. — X. Woodman. • PARK Park in the ...,Las Vegas Sun,"Jan 14, 2010"
27,The Complete iPhone v.4 Rumor Roundup,"After all, both Verizon and AT&T are turning to LTE for their 4G networks, which would make it easier to release one LTE iPhone for both ...",Gizmodo.com (blog),"Jan 19, 2010"
27,"Verizon Earnings: Fourth Quarter on Target, Loss Due to Layoff Costs","Verizon's wireless business continued to perform well in the fourth quarter, but the company reported a net loss as it took charges related to job ...",Seeking Alpha (blog),"Jan 26, 2010"
27,LG showcased Long Term Evolution technology at CES 2010,"“For many years, LG Electronics has pioneered the advancement of LTE technology, the main artery of 4G mobile communications. We will continue to introduce ...",TechShout! (blog),"Jan 15, 2010"
27,Paying by the Bit: Internet Access in New Zealand,"For reasons that would take too long to explain here, I moved to New Zealand about six months ago. I brought my life with me, including, among ...",TidBITS,"Jan 15, 2010"
27,Samsung launches Metro 5200 in India,"When it comes to Connectivity the device supports Dual 4G VoLTE, Wi-Fi 802.11 ac (2.4GHz + 5GHz), Bluetooth 5, GPS + GLONASS, and ...",MobiGyaan,"Jan 18, 2010"
29,"iPhone 4G Concept: Super AMOLED Screen, Video Conferencing ...","Just came across this next-generation iPhone 4G concept image which shows off a Super AMOLED screen, a front-facing camera for video ...",Redmond Pie,"Feb 18, 2010"
29,Motorola To Split In Two,"Forbes Staff. From smartphones to tablets, Wi-Fi to 3G/4G: I cover telecom & mobile. Tech. |. 2/11/2010 @ 7:20PM. Motorola To Split In Two. comments, called- ...",Forbes,"Feb 11, 2010"
29,Mobile World Congress 2010 gets underway,"... of the industry, but every second poster, invitation and press release seems to be about the move to LTE and beyond to proper 4G services.",Inquirer,"Feb 15, 2010"
29,Telstra Upgrades Next G HSPA+ Network with Dual Carrier ...,... technology we expect to offer speeds that are comparable to the initial speeds we have seen reported from some fledgling 4G LTE networks.,Softpedia,"Feb 22, 2010"
29,Zen Mobile launches palm size touch screen mobile – Z 90,"Keeping up with the demand for ultra-affordable 4G smartphone, Zen Mobile has now launched the Zen Admire Joy with entry-level specs.",MobiGyaan,"Feb 12, 2010"
29,Tiger Woods Press Conference Live Broadcast,Tiger Woods unfortunate actions in the wake of his car accident late last year led to his indefinite absence from golf course which made ...,Redmond Pie,"Feb 18, 2010"
29,Case Study: Hilbert Communications upgrades wireless capacity ...,Hilbert Communications is a network operator with a wireless subsidiary focused on delivering voice and data services to rural areas in ...,RCR Wireless,"Feb 18, 2010"
29,Lava mobiles to launch A9 soon,"The smartphone also supports 4G VoLTE and has 32 GB of storage on-board. Lastly, the smartphone comes packed with a 3000 mAh battery ...",MobiGyaan,"Feb 16, 2010"
29,Frost & Sullivan Finds a More Positive Mobile World Congress in 2010,"Given the start of the economic recovery, there was an increased focus on such topics as the migration to the NGN, 4G/LTE, and innovation for ...",PR Newswire (press release),"Feb 23, 2010"
29,"Lava launches Dual SIM mobile, A9 at Rs. 5999","The smartphone also supports 4G VoLTE and has 32 GB of storage on-board. Lastly, the smartphone comes packed with a 3000 mAh battery ...",MobiGyaan,"Feb 23, 2010"
30,Blazing-Fast 4G MiFi Could Replace Your Home Connection,"The MiFi mobile wireless hotspot is set to get a 4G makeover. Novatel Wireless, the company behind the MiFi, has just completed testing of the ...",Wired News,"Feb 26, 2010"
30,America's Most Wired Cities,"The fast, fourth-generation technology--essentially the same thing as Sprint's ""4G""--is currently available in 27 markets across the U.S..",Forbes Digital Download (blog),"Mar 2, 2010"
30,Apple iPhone 4G Concept,"Whilst iPhone fans around the world are waiting for Apple to unveil their next generation mobile phone, the iPhone 4G, we have seen a few ...",Geeky gadgets,"Mar 4, 2010"
30,"In Mobile, Fragmentation is Forever. Deal With It.","... and thanks to continued improvements we're now seeing in smart phones, mobile OS platforms and 3G/4G networks, the raw ingredients are ...",TechCrunch (blog),"Mar 4, 2010"
30,iPad to Make Emergency Phone Calls like iPhone?,Well it looks like iPad will allow you to make emergency phone calls in the time of need. According to GumballTech's finding using the latest ...,Redmond Pie,"Mar 3, 2010"
30,Anything and Everything You Needed to Know About Smartphones,"Most smartphones make the most of wireless mobile networks (Edge, 3G and soon to be 4G, all ways to connect your phone to the Internet) and ...",The Next Web,"Feb 25, 2010"
30,8 Things Your Phone Will (Probably) Replace,"Mobile operators around the world are beginning to mobilise their 4G networks, offering super-fast connections to connected devices.",The Next Web,"Mar 1, 2010"
30,US Carriers Are Running Out of Growth Options,"Once 4G is rolled out, and full motion video becomes possible, look for expansion into many areas, including entertainment and business use.",GigaOm (blog),"Mar 2, 2010"
30,Top 50 VC-Funded Greentech Startups,"While this router can also connect to all other major communication networks (3G/4G, 900 MHz, Ethernet, etc) clearly, Arcadian is doubling ...",Greentech Media,"Mar 8, 2010"
30,An Explosion of Mobile Patent Lawsuits,"At first glance, it looks as if we're in the middle of a patent lawsuit Super Bowl party. Nearly every large mobile phone player — with the ...",New York Times (blog),"Mar 4, 2010"
31,Wireless Technology: The Birds and the Bees … and 4G,"In an interview with Knowledge@Wharton, Snyder, who is president and COO of consulting firm Decision Strategies International, predicts 4G ...",Knowledge@Wharton,"Mar 17, 2010"
31,"Sprint, HTC Unveil First 4G Android Phone","Android superfactory HTC's latest smartphone is a 4G device designed just for Sprint. The phone, called HTC Evo, is a feature-packed gadget ...",Wired (blog),"Mar 23, 2010"
31,Project Helping Shape Future of 4G Communications,"A two-year project focuses on the advanced algorithms required to orchestrate the complexities of fourth-generation, or 4G, communications.",University of Texas at Dallas (press release),"Mar 23, 2010"
31,T-Mobile HSPA+ Speed Test: 3G Gets Pumped Up to 21Mbps,"While the other carriers are looking past 3G to 4G technologies—Sprint with its WiMax already up and running, and AT&T and Verizon banking ...",Gizmodo.com (blog),"Mar 16, 2010"
31,Verizon Droid Update Delayed Indefinitely?,The much awaited Android 2.1 upgrade of Motorola Droid on Verizon has been delayed. The news leaked out when an employee saw it on the ...,WCCFtech (blog),"Mar 18, 2010"
31,Download Sn0wbreeze V1.5.2 to Jailbreak iPhone 3.1.3,Yet another update to Sn0wbreeze has been released. This new update version 3.1.3 V1.5.2 brings fix for 64-bit users who were earlier having ...,Redmond Pie,"Mar 21, 2010"
31,HTC to Apple: We Built a Touchscreen Phone Before You Did,The surprise HTC expressed earlier this month at being sued by Apple has finally turned into something a bit more substantial: “strong ...,All Things Digital (blog),"Mar 18, 2010"
31,Why the iPhone doesn't need multitasking,"... the one-year anniversary of the launch of the iPhone 3G S, rumors are beginning to circulate about what we can expect from an iPhone 4G.",InfoWorld,"Mar 14, 2010"
31,"Police, fire chiefs say National Broadband Plan weakens prospects ...",The FCC's Barnett said the national network needs to go into development very soon in order to take advantage of the commercial roll-out of 4G ...,The Hill (blog),"Mar 23, 2010"
31,iPhone 4.0 to Support Multitasking?,"According to the reliable sources at AppleInsider, folks in Cupertino are preparing to finally bring multitasking support in the next version 4.0 of ...",Redmond Pie,"Mar 11, 2010"
32,"The state of 4G: it's all about congestion, not speed","Most of the talk about future fourth-generation (4G) mobile broadband networks appears to focus on speed. These networks will be far, far faster ...",Ars Technica,"Mar 28, 2010"
32,4G Hype: Field of Dreams,"Freeman refers to 4G as “the next big thing,” fixation nicely captured by the Gartner Hype Cycle or the earlier 1999 Michael Lewis dot-com ...",Seeking Alpha (blog),"Mar 25, 2010"
32,iPhone 4G rumors hint at HD screen and multitasking,"Fresh rumors have risen from the Wall Street Journal, claiming that Apple is about to release a brand new customer-bleeder, the iPhone 4G.",Destructoid,"Mar 30, 2010"
32,Detailed HTC EVO 4G (Supersonic) Specs,"Sprint's 4G handset, the EVO 4G, is the HD2-but-with-Android device that we've all been waiting for. A few days after its announcement, we ...",pocketnow.com,"Mar 26, 2010"
32,Samsung Galaxy S Phone Processor Packs a Punch,"Separately, Sprint and HTC announced the first 4G Android smartphone. The Galaxy S' 1 GHz chip can process 90 million triangles per second ...",Wired (blog),"Mar 26, 2010"
32,Bringing You a Signal You're Already Paying For,"SAN FRANCISCO — Faced with withering criticism for its spotty iPhone service, AT&T blames in part a shortage of cellphone towers near ...",New York Times,"Apr 6, 2010"
32,"iPhone HD Specs: A4 CPU, 940�640 Resolution, Front Camera and ...","Our complete round-up of all the iPhone 4G rumors can be found here. [via TechCrunch]. UPDATE 1: According to Engadget, the next-gen ...",Redmond Pie,"Mar 29, 2010"
32,How Google wants to change telecom,"A 3G technology and T-Mobile uses the GSM-based HSPA 4G technology, Google has had to design two different Nexus One devices that will ...",NetworkWorld.com,"Apr 1, 2010"
32,DIYers Hack Windows Mobile Phones to Run Android,"Windows Mobile may lack the elegance of more modern operating systems, but some phones based on Microsoft's mobile OS are finding new ...",Wired News,"Apr 6, 2010"
32,HTC Desire Confirmed for March 29th Delivery in the UK,This was undoubtedly the hottest Android phone around the web until the recent announcement by Sprint introducing the HTC EVO 4G.,Android Community (blog),"Mar 25, 2010"
33,Sprint Rolls Out Combination iPad '4G Case' to Promote Overdrive ...,"Last month, Sprint began using Apple's iPhone to promote the carrier's Overdrive 3G/4G mobile hotspot device, claiming that customers could ...",Mac Rumors,"Apr 16, 2010"
33,Possible iPhone 4G Images Surface,"Engadget posts a couple of images purportedly of a prototype iPhone 4G. The backstory is quite sketchy, though the site does believe it may ...",Mac Rumors,"Apr 17, 2010"
33,Did Gizmodo Pay $10000 For That iPhone 4G?,"Turns out that not everything that people claim as 'lost,' really is. Word is sprouting that Gizmodo paid some $10,000 US for that little gadget.",The Next Web,"Apr 19, 2010"
33,Gizmodo paid $5K for exclusive iPhone 4G prototype [u],"Allegedly ""lost"" in a bar in Redwood City, Calif., Apple's next-generation iPhone prototype was obtained and revealed by Gizmodo months ...",Apple Insider,"Apr 19, 2010"
33,iPhone 4G Running iPhone OS 4 Concept [Video],"Designer Anthony De Rosa of ADR Studio has come up with a very new, and different looking concept prototype of the next generation iPhone ...",Redmond Pie,"Apr 15, 2010"
33,Hitler Is Very Upset That Constantin Film Is Taking Down Hitler ...,"Earlier today, someone attempted to upload a new version surrounding the massive iPhone 4G (or iPhone HD, whatever) news. Unfortunately ...",TechCrunch (blog),"Apr 19, 2010"
33,Lenovo ThinkPad L Series is greenest to date,"Graphics are either courtesy of Intel's integrated chipset or an ATI Mobility Radeon chip, while there's also optional 3G/4G wireless thanks to a ...",SlashGear (blog),"Apr 20, 2010"
33,4th Generation iPhone HD Images Claim iPad like Aluminum ...,I just stumbled upon these images of what looks like the back-casing of the 4th generation iPhone and thought I should share it with you all.,Redmond Pie,"Apr 15, 2010"
33,Droid Incredible Review (vs. Nexus One vs. Moto Droid),"When the HTC EVO 4G arrives on Sprint later this year, the Android balance will change again. Connected services are arguably the future of ...",SlashGear (blog),"Apr 18, 2010"
33,Iceland Volcano: Satellite Images of the Ash Cloud & Eruption,"Air travel in Europe is getting worse and worse as a large plume of ash and dust from the Iceland volcano that erupted a few days ago, ...",DeviceMAG (blog),"Apr 16, 2010"
34,iPod touch 4G Prototypes with Camera Spotted on eBay,"Earlier today, two prototype models of iPod touches were spotted on eBay which had cameras on the back with one of them shown running a ...",Redmond Pie,"Apr 24, 2010"
34,Small wireless carriers: always stuck with crappy phones?,Small carriers who bought into the band assumed that cool new 4G devices coming out in the next year or two would work on any carrier in the ...,Ars Technica,"May 3, 2010"
34,"Nokia N8 smartphone gets 12-megapixel camera, new Symbian OS","It's been a busy couple months for the smart phone market – system upgrades for the Apple iPhone, rumors of an iPhone 4G, a new BlackBerry ...",Christian Science Monitor,"Apr 27, 2010"
34,Is Apple's 'iCops & Robbers' A New iPhone 4G Game App?,Don't be surprised if the Case of the Missing 4G iPhone doesn't become a Game App in the very near future. It has all the components of an ...,Inventorspot,"Apr 29, 2010"
34,Thursday's high school roundup: Trumbull tops St. Joseph in girls ...,"Scoring: S--Stevens (2 goals), Horelick (1g); N--Lisa Vendel (4g), Kaley Kruger (1g, 3a), Megan Bridges (4a), Kaitlin Brophy (3g), Annie ...",Ct Post,"Apr 22, 2010"
34,'Fringe': Heart of glass,"Olivia called blocky land lines from what looked to be a 4G iPhone. (Watch out Liv, Steve Jobs will be coming for you). Plus there were the ...",Los Angeles Times (blog),"Apr 30, 2010"
34,Monday's high school roundup: St. Joseph routs Warde lacrosse,"Scoring: NDWH--Kevin Volpe (3 goals, 2 assists), Chris Martins (4g), Jake Nesdale (1g, 3a), Alex Cartier (2g), Matt McGreen (2g), Jack Rooney ...",Ct Post,"Apr 26, 2010"
34,Prototype iPhone design was likely near-final - report,The general look and feel of the prototype iPhone recently discovered and disassembled will likely be very similar to the final shipping product ...,Apple Insider,"Apr 22, 2010"
34,5 Reasons Cellphones and Mobile VoIP Are Forging an Unlikely Truce,"However, some of these barriers are already falling, as 4G coverage rolls out and the iPhone OS and others get better at alerting users about ...",Wired News,"Apr 23, 2010"
34,Play YouTube Videos in Windows 7 Media Center,"If you're one of those who just love having all their favorite video hubs under one roof, then you might want to give MacroTube a try. MacroTube ...",Redmond Pie,"Apr 24, 2010"
35,Will 4G make mobile video conferencing good enough for enterprises?,Some signs point toward the emergence of wide-scale mobile video conferencing adoption in the next couple of years. Wireless operators are ...,SearchUnifiedCommunications.com,"May 6, 2010"
35,CradlePoint MBR1200 Router and CBA750 3G/4G Mobile ...,CradlePoint and Sprint have officially announced that the MBR1200 Router and CBA750 3G/4G mobile broadband adapter have been certified ...,SlashGear (blog),"May 10, 2010"
35,HTC's Evo 4G: Everything You Like About This Smartphone Costs ...,"HTC's Evo 4G is certainly the most exciting phone since the Google Nexus One, and could actually prove more important to Android and the ...",Fast Company,"May 13, 2010"
35,Verizon Wireless CEO: We don't need the iPad — yet,McAdams was more keen to talk about Verizon's future as a market leader in delivering faster and wireless bandwidth with its 4G wireless ...,Reuters UK (blog),"May 14, 2010"
35,"Oh Christ, ""Free iPhone 4G"" Offers",Little “4G” next to the AT&T logo? That would indicate this phone will run on AT&T's due-in-2011 4G network–and it's just too early for that.,Technologizer (blog),"May 6, 2010"
35,"4Mbps broadband for all to cost $23 billion, won't use fiber","4G wireless tech is a better choice in the eastern two-thirds of the country, where population densities are much higher—but those regions are ...",Ars Technica,"May 10, 2010"
35,When Gizmodo editor Brian Lam emailed Steve Jobs about the ...,"Earlier this afternoon, San Mateo County Superior Court Judge Clifford V. Cretan ordered the affidavit used to trigger the search warrant on ...",NetworkWorld.com,"May 14, 2010"
35,"Nothing special: T-Mobile lost 77000 US subscribers, revenue down ...","T-Mobile lost 77,000 subscribers in the US in the first quarter of 2010, mainly due to stiff competition and no clear plans for a 4G network.",The Next Web,"May 12, 2010"
35,How To Fix Your Cellphone,"Asif Noorani hates to miss a call or text. So when the Dallas entrepreneur went jet skiing on a nearby lake last summer, he brought his new ...",Forbes,"May 12, 2010"
35,The Story Behind Iron Man 2's Transparent Phone,"The film Iron Man 2 is packed with gadgets, but billionaire inventor Tony Stark's slim, transparent cellphone is easily one of the most ...",Forbes (blog),"May 12, 2010"
36,"4G Is Here, But Do You Really Need it?",Cell phone companies are about to barrage consumers with advertising for the next advance in wireless network technology: “4G” access.,Digitaltrends.com,"May 29, 2010"
36,AT&T chides T-Mobile for 'misleading' 4G marketing on HSPA+,T-Mobile USA appears to be taking aim at its larger rivals on the 4G playground. The company has expanded its HSPA+ network in the ...,FierceWireless,"May 25, 2010"
36,HTC EVO 4G Review,"Long anticipated, hugely specified and just plain huge: there's a lot to like about the HTC EVO 4G. The first WiMAX phone in the US brings with ...",SlashGear (blog),"May 24, 2010"
36,Motormouse 2.4G Review,... and easy-to-used scroll wheel. Uncomfortable to use for long periods of time; Price reflects style more than features. motormouse 2 4g review ...,Digitaltrends.com,"May 26, 2010"
36,IMS and SDM: How IMS will spur the growth of SDM,... in new network architectures like IP Multimedia Subsystem (IMS) to be able to continue supporting voice in their upcoming 4G/LTE networks.,FierceTelecom,"May 27, 2010"
36,The Big Shift: Moving to LTE From WiMAX,The number of towers needed to support 4G services (be it WiMAX or LTE) is determined by capacity and not coverage. The CLEAR network is ...,GigaOm (blog),"May 30, 2010"
36,HTC EVO 4G gets teardown; WiFi b/g/n hardware confirmed,"Our HTC EVO 4G review stripped the WiMAX-toting smartphone down to its shockingly red rear panel, but as we've seen before iFixit have no ...",SlashGear (blog),"Jun 1, 2010"
36,WiMAX-Equipped Lenovo ThinkPad Mini Drops by the FCC,"Until not long ago, high-end laptops and certain travel-intended electronics were the only ones with integrated or optional support for 4G ...",Softpedia,"May 21, 2010"
36,Fixing the Battery Problem your Android Smartphone Seems to Have,"The phone will lose a third of its battery sitting overnight with the GPS, WiFi, and 4G turned off. Even with Advanced Task Killer set to aggressive ...",Enterprise Irregulars (blog),"Jun 1, 2010"
36,Android Fanboys Have Arrived. And That's A Good Thing,"And it's actually a good thing. In case you missed my review of the new HTC EVO 4G phone yesterday, be sure to read some of the comments.",TechCrunch (blog),"May 30, 2010"
37,Wired Explains: Everything You Need to Know About 4G Wireless,"If your smartphone seems more like a slowphone, hang in there. The next generation of wireless technologies, known as 4G, promises ...",Wired (blog),"Jun 4, 2010"
37,Apple iPhone 4 vs. HTC EVO 4G,"We stacked the iPhone 4 specs side by side with those of its most intimidating competitor, HTC's Android-powered EVO 4G, to find out.",Digitaltrends.com,"Jun 8, 2010"
37,"Sprint 4G Coverage Map Sucks, Really Sprint?","Well obviously, 4G coverage is not prominent throughout the US yet, so you have to zoom the map in considerably to try to see where the 4G ...",Social Media SEO,"Jun 6, 2010"
37,Ten reasons why an Iphone 4 is a bad idea,"ON MONDAY we suffered through the shameless spectacle of another Apple product launch. Steve Jobs, the Liberace of the tech world, ...",Inquirer,"Jun 8, 2010"
37,Happy Father's Day From T-Mobile: Free Phones This Saturday,"... getting strong customer service reviews and getting the first 4G phone onto the market in the HTC Evo. T-Mobile really needs a jump start, ...",The Next Web,"Jun 15, 2010"
37,WWDC Keynote WiFi woes may have been due to iPhone 4 drivers,"And the just-out Sprint HTC Evo 4G, also includes this service, although it's only enabled over WiMax networks right now, and Sprint will charge ...",Ars Technica,"Jun 10, 2010"
37,Free Android WiFi Tether For Root Users App Now Supports WPA2 ...,"For now, only the EVO 4G supports the newly added WPA2 and infrastructure mode, while the rest of the Android phone lineup will default to ...",Android Police (blog),"Jun 11, 2010"
37,"Three Surprising Uses For Zomm, The ""Wireless Leash"" For ...",If only Gray Powell had had Zomm. The Bluetooth-enabled device could have kept the Apple engineer from losing his iPhone in a bar a few ...,Forbes (blog),"Jun 3, 2010"
37,Apple iPhone 4G Clone Turns Up In China,"We have already seen lots of photos of the new iPhone 4G from the original prototype that turned up in a bar, now it seems the counterfeiters in ...",Geeky gadgets,"Jun 3, 2010"
37,What AT&T's Limited Data Plans Mean for You,"Streaming video is poised to play a bigger role in the near future, with phones such as the HTC Evo 4G and the next-gen iPhone (if the final ...",Wired News,"Jun 4, 2010"
38,Samsung Launches 4G Phone on Sprint,"The HTC Evo has competition. Samsung has introduced its first 4G handset, called the Samsung Epic, on Sprint's network. The Epic will be the ...",Wired (blog),"Jun 29, 2010"
38,CLEAR 4G and 4G+ WiFi hotspots outed with USB 3G/4G modem,"US WiMAX provider Clearwire has outed its latest 4G modems and personal wireless hotspots, promising broadband-like speeds in areas with ...",SlashGear (blog),"Jun 17, 2010"
38,Ars reviews the HTC EVO 4G,The HTC EVO 4G is arguably one of the most ambitious smartphones ever to ship with Google's Android mobile operating system. Exclusive to ...,Ars Technica,"Jun 23, 2010"
38,Samsung Bets On Smartphone Success,"Displays and processors may be the main focus for smartphones this year, but Shin says mounting data traffic will make 4G (fourth-generation ...",Forbes,"Jun 29, 2010"
38,A Great White Whale Spotted: HTC Evo 4G In White At Best Buy On ...,"Sprint is apparently going to win the race against AT&T for getting a new powerful white smartphone in people's hands – starting today, buyers ...",The Next Web,"Jun 18, 2010"
38,HOW TO: Hold an iPhone 4G,"You've probably heard about the iPhone 4 antenna problem by now, right? Well after thinking about it for several minutes, we figured there was ...",Geeks are Sexy Technology News,"Jun 25, 2010"
38,"Samsung Galaxy S: Four Major Carriers, Four Different Names","The surprise of the brunch is Sprint, which plans to offer the Samsung Epic 4G, which includes a slide-out QWERTY keypad, a front-facing ...",Digitaltrends.com,"Jun 29, 2010"
38,Verizon tries to 'Rule the Air' with new branding campaign,"Verizon--like Sprint Nextel (NYSE:S) with its WiMAX network--is branding LTE as ""4G."" ""It's a new brand campaign. It's just meant to describe ...",FierceWireless,"Jun 29, 2010"
38,Broadpoint & T-Mobile USA Launch Service In Gulf of Mexico,"Today, Broadpoint Inc. and T-Mobile USA announced availability of voice and messaging services to T-Mobile customers in the Gulf of Mexico ...",TmoNews (blog),"Jun 29, 2010"
