.id,headline,description,source,date
105,AT&T celebrates launch of 4G LTE network in Lexington,Company officials celebrated the arrival of the 4G LTE network in Lexington on Thursday with a ribbon cutting at its AT&T store in Hamburg.,The Lane Report,10 Jan 2013
105,"QNX's Car platform 2.0 puts a 1080p display, LTE, and video calling ...","The system also features always-on 4G LTE mobile broadband connectivity, which enables a continuous data connection even when traveling ...",The Verge,10 Jan 2013
105,"How to Choose the Fastest, Cheapest, and Most Reliable Mobile ...","With the proliferation of 4G mobile technologies and the reduced cost of 3G data, mobile hotspots are no longer luxuries for business people ...",Lifehacker,14 Jan 2013
105,Sprint's 4G LTE network expanding to 28 more cities in coming months,"U.S. carrier Sprint announced Thursday that its 4G LTE network, which offers faster connections to the iPhone 5 and Apple's latest iPads, will ...",Apple Insider,17 Jan 2013
105,HTC One SV (Cricket Wireless),"Cricket's 4G LTE network is finally here, and not a moment too soon. Without speedy LTE, Cricket smartphones were stuck in the slow lane.",PC Magazine,22 Jan 2013
105,Connectify Dispatch Merges Your Available Internet Connections ...,"You can connect multiple Wi-Fi networks and adapters, a wired ethernet connection, even a tethered 3G/4G smartphone, and the service uses ...",Lifehacker,17 Jan 2013
105,Multilevel marketing MVNO Flash Wireless uses Wi-Fi to expand ...,"It's the same approach that both Republic Wireless and U.S. Cellular to offload traffic off of 3G and 4G networks. Currently Flash resells minutes, ...",GigaOM,22 Jan 2013
106,From 3G To 4G: UK Telecoms Regulator Consults On Liberalising ...,The fallout from Ofcom's March 2012 decision to allow the company now known as EE to refarm existing 2G spectrum to build a 4G network ...,TechCrunch,1 Feb 2013
106,"LG Spirit 4G arrives on MetroPCS, delivers 4.5-inch display and ICS ...","With today's LG Spirit 4G launch, MetroPCS continues to expand its LTE-at-a-bargain ideals, announcing a smartphone that carries some pretty ...",Engadget,31 Jan 2013
106,Samsung Galaxy Admire 4G (MetroPCS),"In the high school of MetroPCS's smartphone lineup, the Samsung Galaxy Admire 4G is a solid B-. It'll pass the tests for your basic 4G ...",PC Magazine,4 Feb 2013
106,Samsung Galaxy Admire 4G (MetroPCS) review:,"At just $100, the Samsung Galaxy Admire 4G has a number of things going for it. It delivers a consistent 4G LTE experience, it has an attractive, ...",CNET,30 Jan 2013
106,AT&T To Acquire 700 MHz Spectrum From Verizon For $1.9B In ...,"AT&T has announced a deal with Verizon Wireless that will allow the company to continue to build out its 4G LTE network in the U.S., through ...",TechCrunch,25 Jan 2013
106,"Which borough has the fastest 4G in NYC? Sorry Manhattan, it's the ...","Manhattan may have the most high-powered corporations in the world, but it doesn't even have the most powerful mobile data networks in New ...",GigaOM,31 Jan 2013
106,OpenSignal now features crowdsourced mobile coverage maps to ...,"You can select the network that interests you most from a dropdown menu, and choose to look at 2G, 3G, 4G or all three. The Network Rank tab ...",The Next Web,24 Jan 2013
106,The Next Wave in Industrial Cellular,"Looking beyond the move from GPRS to 3G and into 4G, it is less clear at this point how that transition will occur. “Several operators and now ...",Automation World (blog),31 Jan 2013
106,Motorola Electrify M (US Cellular),"The Electrify M supports U.S. Cellular's relatively new 4G LTE network, which, at the moment, is still limited to four major clusters throughout the ...",PC Magazine,29 Jan 2013
106,AT&T Unite 4G LTE hotspot coming Feb. 8th for $1,"It's the AT&T Unite, a 4G LTE hotspot device with HSPA+ fallback, and those who need a gadget like this will be happy to know that you'll be ...",Phandroid.com,4 Feb 2013
107,Broadcom Challenges Qualcomm With 'Smallest' 4G LTE ...,"In the battle to squeeze onto the tiny real estate inside your smartphone or tablet, Broadcom just took a shot at dominant player Qualcomm.",Forbes,12 Feb 2013
107,Sweden boasts the world's fastest 4G speeds; US ranks a lowly 8th,"According to a study by U.K. network-testing firm OpenSignal, Sweden has the fastest 4G networks in the world, averaging download speeds of ...",GigaOM,13 Feb 2013
107,T-Mobile Exec on Why Its 4G LTE-Launch Timing is 'Perfect',T-Mobile says its upcoming LTE network will cover 200 million Americans by 2014 and will provide a better experience than its rival carrier's ...,CIO,13 Feb 2013
107,"Sweden has the world's fastest 4G LTE speeds, US ranks 8th overall","Despite having the most developed LTE infrastructure in the world, the speedy 4G network in the US isn't actually all that fast compared to ...",TechSpot,14 Feb 2013
107,Karma 4G Hotspot: An Awesome Stash of Just-In-Case Internet,"Having the ability to set up a Wi-Fi network wherever you need one can be great, but it can also come at a cost. Hotspots come with expensive ...",Gizmodo,15 Feb 2013
107,Verizon Jetpack 4G LTE Mobile Hotspot MiFi 5510L,"The $19.99 Verizon Jetpack 4G LTE Mobile Hotspot MiFi 5510L can't help bring down the cost of data, but it can help control how much you ...",PC Magazine,12 Feb 2013
107,"New Vita may be on the way, along with reasonably priced memory ...","The new Vita will be able to connect to 4G LTE wireless networks and cost $299, just like the existing 3G model supported by AT&T in the US.",Digital Trends,12 Feb 2013
107,"Sweden takes the crown for fastest 4G service, America lags behind ...","In many ways, the United States is way ahead of the curve when it comes to LTE service since we have three major carriers that offer LTE in the ...",BGR,14 Feb 2013
107,Samsung GALAXY Express 4G Android phone,The Samsung 4G Android phone delivers superb performance on a large 4.5-inch Super AMOLED Plus touch screen that allows users to view ...,LetsGoDigital,10 Feb 2013
107,"Nvidia announces Tegra 4i with built-in LTE, Phoenix reference ...","Nvidia is stepping up its game in the smartphone market with the introduction of its first system on chip (SoC) with an integrated 4G LTE radio, ...",TechSpot,19 Feb 2013
108,"Korean operators warn Europe of ""curse"" of 4G networks",BARCELONA (Reuters) - South Korean telecom executives have a message for European cousins who have long looked on in envy at the ...,Reuters,27 Feb 2013
108,Qualcomm announces a 'world band' 4G LTE baseband chip,"CHIP DESIGNER Qualcomm has announced a ""world band"" 4G LTE baseband chip that supports 2G, 3G and 4G frequencies between 700 ...",Inquirer,22 Feb 2013
108,Verizon's latest 4G mobile hotspot impresses,"The scoop: Jetpack 4G LTE Mobile Hotspot MiFi 5510L, by Verizon Wireless, about $200 (currently on sale for $20 with online sale, $50 rebate ...",Network World,21 Feb 2013
108,China Mobile unveils 4G LTE TDD phones,"China Mobile has unveiled four smartphones built to run on its upcoming 4G LTE TDD network, with the handsets coming from foreign brands ...",Computerworld,27 Feb 2013
108,Google Glass will have 3G or 4G tethering,Things are progressing quickly with Google Glass lately. The Glass Foundry events were a boon of information and ideas from some very bright ...,Android Authority,23 Feb 2013
108,"Chevy and GMC 2015 pickups will have 4G LTE, Wi-Fi built in",GM says that a 4G LTE connection will allow its in-dash GPS navigation systems to now pull traffic updates in real-time from the cloud.,Equipment World Magazine,26 Feb 2013
108,"Via Licensing Adds China Mobile, Deutsche Telekom To Its 4G LTE ...",“The addition of these key patent holders increases the benefit that the Via LTE patent pool brings to the 4G ecosystem. The inclusion of ...,TechCrunch,21 Feb 2013
108,US Cellular now offering the Samsung Galaxy Note 10.1 4G LTE for ...,The Galaxy Note 10.1 is now heading to US Cellular with 4G LTE in tow. US Cellular will sell the tablet for $499.99 with two-year commitment.,Android Authority,27 Feb 2013
108,US Cellular now offering 4G LTE Galaxy Note 10.1,"Back in February 2012, US Cellular kicked off its LTE network with the Samsung Galaxy Tab 10.1 tablet when its 4G network went live. Now, the ...",SlashGear,27 Feb 2013
108,Bell Canada set to launch Novatel's MiFi 2,Novatel Wireless Next-generation MiFi 2 Touchscreen Mobile Hotspot to Launch with Bell on Canada's Largest 4G LTE Network this March.,Engadget,24 Feb 2013
109,Tele2 Sweden reaches 99% 4G coverage?,Tele2 Sweden has indicated that its multi-band 4G LTE mobile broadband network has reached a target of covering areas where 99% of the ...,TeleGeography,19 Mar 2013
109,Why T-Mobile's 4G Network Could Kick Everybody's Ass,"A lot of people wrote T-Mobile off when its big merger with AT&T fell through last year. The pink carrier had no iPhone, no 4G. But with ...",Gizmodo,18 Mar 2013
109,Samsung Galaxy Victory 4G LTE (Virgin Mobile),"Sprint's 4G LTE coverage map may still be scarce, but Virgin is offering it up ... Galaxy Victory 4G LTE, the carrier's first device with LTE support.",PC Magazine,15 Mar 2013
109,Navy's ship-to-ship communications go 4G,"LTE, usually referred to as 4G LTE, is a standard for high-speed communications among mobile devices, and transmits data at around 100 ...",GCN.com,11 Mar 2013
109,"AT&T LTE network tops speed test, but Verizon still has the best LTE ...","Mobile service providers keep pushing their own brands of 4G wireless services to entice consumers, however it is becoming increasingly ...",BGR,11 Mar 2013
109,LG Spirit 4G Review! [video],"Now we can add another item to that list: the LG Spirit 4G, a low-cost midrange phone that offers an awful lot for it's relatively modest price.",Android Authority,9 Mar 2013
109,Verizon will start building LTE network No. 2 this year,Now that Verizon has closed its blockbuster spectrum deal with the cable operators it's ready to break ground on its second 4G network.,GigaOM,13 Mar 2013
109,Sprint Force,The Force supports Sprint's brand new 4G LTE network as well as its much slower 3G network. In our most recent tests for the Fastest Mobile ...,PC Magazine,13 Mar 2013
109,You Can Now Get Free Internet at Home and Away,I pay $45 a month for home broadband Internet and another $20 a month for 2GB of 4G data on my smartphone. That's $65 a month and $780 ...,Money Talks News (blog),8 Mar 2013
109,"Samsung Galaxy S4: All you need to know - plus pictures, video","Alongside 3G, the Galaxy S4 also supports supports HSPA＋42 Mbps and 4G LTE, meaning users can access much faster mobile internet ...",Digital Spy,15 Mar 2013
110,Sri Lanka auctions airwaves for 4G mobile network,Sri Lanka auctioned a block of airwaves to become the first country in South Asia to roll out a full nationwide mobile fourth-generation (4G) ...,Phys.Org,29 Mar 2013
110,EE launches free 4G WiFi service in (some) London black cabs,"Ironically, these 4G-ready black cabs will no longer be black. Nope, they'll be coated in the turquoise hues of the EE network, which should ...",Engadget,2 Apr 2013
110,Half of the UK now covered by EE's 4G network,"The UK is still lagging pretty far behind when it comes to 4G network coverage. We currently only have one carrier, EE, and only major towns ...",Android Authority,28 Mar 2013
110,Apple iPhone 5 Jailbreak Tweak Enables T-Mobile 4G LTE Speed ...,"However, thanks to a jailbreak mod, it's now possible to get T-Mobile's new 4G LTE speed on an AT&T variant of the iPhone 5 or an officially ...",International Business Times,29 Mar 2013
110,"Samsung adds 4G to ATIV Win8 hybrid, Series 9 gets 1080p screen","First up, the ATIV 700T can be equipped with support for AT&T's 4G LTE, which was notably absent on older models and made the hybrid ...",TechSpot,25 Mar 2013
110,AT&T 4G LTE expands for select cities in six states,AT&T has announced their latest 4G LTE network expansion. This one deals with select cities across six states and has arrived as a close ...,Android Community,27 Mar 2013
110,Samsung SGH-I337 (Galaxy S4?) hits the FCC with AT&T 4G LTE ...,"The SGH-I337 comes with support for AT&T's 4G LTE support (band 17), which means it's going to hit the carrier's stores sooner or later – AT&T ...",Android Authority,2 Apr 2013
110,LTE-Advanced technology supercharges cellular networks' capacity,"By now you have undoubtedly heard of LTE, which most carriers refer to as 4G cellular. The term stands for ""long-term evolution,"" which ...",TechTarget,21 Mar 2013
110,Boost Force (Boost Mobile),"Along with Virgin Mobile, Boost is now also bringing you 4G LTE, courtesy of Sprint's new network. Coverage is still extremely limited, but it's a ...",PC Magazine,21 Mar 2013
110,Kindle Fire HD 8.9 with AT&T 4G LTE Available April 5 for as Low as ...,"The Amazon Kindle Fire HD 8.9 with AT&T 4G LTE will be available beginning on April 5 for $249 with the proper two-year agreement, the ...",TechnoBuffalo,1 Apr 2013
111,Ofcom 4G auction set to be investigated by National Audit Office ...,"The 4G auction run by Ofcom earlier this year that raised $2.3bn, is expected to be investigated having come in around �1.2bn short of what the ...",The Drum,15 Apr 2013
111,"AT&T Launches 4G LTE In Six New Markets, Promises 77 More By ...","AT&T has launched 4G LTE networks in six new markets. The company on Wednesday launched its LTE capabilities in Kalamazoo, Missouri; ...",The Inquisitr,10 Apr 2013
111,Quantance raises $12M to boost 4G data rates for mobile devices,"based company has raised the money to jumpstart production for its chips, which could double the speed of 4G data rates in mobile devices.",VentureBeat,11 Apr 2013
111,Why LTE is the next generation in wireless,"It has begun appearing in commercial offerings as 4G — or fourth generation — wireless service, although only the LTE Advanced standard ...",GCN.com,8 Apr 2013
111,"HTC First release date, price, specs and features","""Because AT&T offers the fastest 4G LTE in the nation, it's the best network for Facebook Home. And the best device for Facebook Home is the ...",TechRadar UK,4 Apr 2013
111,"Verizon 4G LTE Router available today for $99.99, supports both ...","We've seen Verizon release a number of 4G LTE hotspots to date, but today the carrier introduced a different way for its customers to get ...",PhoneDog,4 Apr 2013
111,Sprint's Samsung Galaxy Victory 4G LTE gets Jelly Bean update,"The latest Sammy phone to get a taste of JB butter is Sprint's Galaxy Victory 4G LTE, available with the carrier ever since September 2012.",Android Authority,11 Apr 2013
111,German mobile market no longer a haven as competition heats up,"Both have also spent billions on building superfast 4G mobile networks, and are signing up customers to more expensive offers.",Reuters,4 Apr 2013
111,Review: HTC One,"If you're looking for a new Android phone for use on a 4G LTE network, it would be a mistake if you didn't consider it. The new HTC One boasts ...",Wired,8 Apr 2013
111,T-Mobile vs AT&T vs Verizon iPhone 5 Speed Test,"While T-Mobile's 4G LTE isn't available in San Francisco, its 4G HSPA+ network performs admirably, besting Verizon's 4G LTE speeds in many ...",Gotta Be Mobile,14 Apr 2013
112,China Mobile reportedly targeting August 2013 launch for China's ...,"China Mobile, the world's largest mobile operator, is said to be aiming to launch its LTE network — which would be the first 4G service in China ...",The Next Web,28 Apr 2013
112,East London Tech City Startups To Get Access To Network Of 4G ...,"According to EE's 4G coverage checker tool, East London is already blanketed in the good stuff — so presumably the additional hotspots are ...",TechCrunch,25 Apr 2013
112,"Bluegrass Cellular Launches Second 4G LTE Network, GetSetGo ...","ELIZABETHTOWN, Ky., April 18, 2013 /PRNewswire/ -- Bluegrass Cellular, a pioneer in the wireless industry in Kentucky, announced today the ...",PR Newswire (press release),18 Apr 2013
112,Sprint Wireless Rolls Out 4G LTE In 21 New Markets,"In celebration of the new 4G LTE locations, Sprint Wireless is offering customers who switch to Sprint service $100 off any smartphone with a ...",The Inquisitr,18 Apr 2013
112,Huawei Premia 4G (MetroPCS),"Huawei's second phone to sound like a brand of yogurt, the Premia 4G is much better than the first, last year's Activa 4G. And for as low as $99, ...",PC Magazine,19 Apr 2013
112,Verizon vs. Sprint 4G LTE In New York City,"Verizon undeniably has the largest 4G LTE network in the U.S. while other carriers like Sprint are doing their best to rollout their networks, but ...",Gotta Be Mobile,28 Apr 2013
112,Sprint brings Data Link and Static IP to its LTE network,"Today it announced that Data Link and Static IP would be coming to its latest iteration of 4G. For those of you not familiar, Data Link carries a ...",Engadget,23 Apr 2013
112,Galaxy S4 Disassembly & Assembly Teardown - Screen & Case ...,Visit the link below to find parts and tools to repair your Samsung Galaxy S4: http://www.etradesupply.com/samsung/g... Screen Replacement ...,YouTube,30 Apr 2013
112,It's a 401(k) World,"I'm always struck that Facebook, Twitter, 4G, iPhones, iPads, high-speech broadband, ubiquitous wireless and Web-enabled cellphones, the ...",New York Times,30 Apr 2013
112,Sprint's Data Link And Static IP Services Find Homes On LTE Network,The operator this week launched Sprint Data Link and Static IP networking services over the Sprint 4G LTE network. Both products are ...,Hot Hardware,24 Apr 2013
113,"Samsung To Launch 5G By 2020, Hits Speeds Of 1Gbps In Tests","4G connections have gradually become available to consumers around the world since 2008, but many countries, including China, are still ...",TechCrunch,12 May 2013
113,AT&T 4G LTE Available In Jacksonville,"JACKSONVILLE, Texas, May 6, 2013 /PRNewswire/ -- AT&T* has turned on the nation's fastest 4G LTE network** in Jacksonville, bringing ...",PR Newswire (press release),5 May 2013
113,Verizon Nokia Lumia 928 gets official: 4G 4.5-inch OLED Windows ...,"Packing a 4.5-inch OLED display and an 8.7-megapixel PureView camera, along with Verizon LTE 4G support, the Lumia 928 also has three ...",SlashGear,10 May 2013
113,"Despite data caps, more consumers are adding tablets to mobile ...","New research from Strategy Analytics has found that more than 40 million tablets are hooked up to either 3G or 4G mobile networks, roughly ...",BGR,8 May 2013
113,"AT&T Beam is a USB LTE modem with built-in LCD, due May 10th ...","AT&T Introduces USB Modem with On-Device LCD Screen on the Nation's Fastest 4G LTE Network. Dallas, Texas, May 06, 2013. On-the-go ...",Engadget,6 May 2013
113,"5G Phones And 3D-Printed Guns: Samsung, Defense Distributed ...","Their release goes on to define 5G as the next generation of the 4G LTE system. 4G LTE, of course, does not meet the requirements stipulated ...",Forbes,14 May 2013
113,Samsung Galaxy S4 review,"... Snapdragon 1.9GHz processor, 2GB RAM, 16/32/64GB storage expandable via microSD card, 4G and HSDPA connectivity, 802.11a/b/g/n/ac ...",Inquirer,2 May 2013
113,Connectify Switchboard combines your internet connections to ...,"Switchboard works with wi-fi, 3G, 4G, and ethernet connections, and they say that it runs transparently. According to the company, after setting ...",TechSpot,14 May 2013
113,Turn your iPad into a great portable TV with these apps and services,"Between on-demand services, live-streaming channels, dedicated apps, 3G and 4G coverage and social networking, the idea of watching ...",TechRadar UK,8 May 2013
113,NYC food trucks use Karma's social mesh to become Wi-Fi hotspots ...,"Starting on Thursday, 30 roving restaurants in the Big Apple will be sporting virtual operator Karma's 4G mobile hotspots, offering anyone in the ...",GigaOM,9 May 2013
114,$10 Per Month 4G Mobile Plans And Free Modems For Educators,"Mobile Beacon & Digital Wish Launch 4G Mobile Broadband Donation Program. NORTH PROVIDENCE, R.I., May 16, 2013 ...",PR Newswire (press release),16 May 2013
114,Multi-Band 4G LTE-Only Modules Utilize Nested Designs,"A new line of ultra-compact 4G LTE-only modules from u-blox, the TOBY-L1 series, are targeted for tablets, mobile routers and set top boxes, ...",Electronic Design,23 May 2013
114,Coolpad Quattro II 4G and 8920 smartphone hands-on,"The popular Chinese manufacturer wants to deliver quality 4G LTE smartphones for those on a budget, and in a way have stolen the show here ...",SlashGear,21 May 2013
114,"America's carrier speeds benchmarked, AT&T's 3G/4G combo ...","The promise of 4G LTE smartphones was incredible speed, which they mostly delivered; a good, solid connection can deliver amazing ...",Android Authority,28 May 2013
114,"Malaysia's Yes 4G adds WiMAX to Samsung Chromebook, aims to ...","In fact, we should have seen this coming as Google's official blog did hint this last month, but we failed to catch that blurred ""Yes 4G"" logo on the ...",Engadget,22 May 2013
114,AT&T 4G LTE Takes Top Spot In Philadelphia In 2013 PCWorld ...,"PHILADELPHIA, May 23, 2013 /PRNewswire/ -- The AT&T* 4G LTE network has been ranked fastest for a second consecutive year by ...",PR Newswire (press release),23 May 2013
114,"Not satisfied with OnStar's steady profits, GM wants to create a ...",They see GM's deal with AT&T to provide 4G LTE connectivity -- the fastest type of wireless Internet connection now available -- through OnStar ...,Automotive News,26 May 2013
114,iPhone 5S Release Date News: Vodafone To Push Back 4G Service ...,Those holding out for the Vodafone 4G network launch in June are about to get disappointed. The company announced Tuesday that it will not ...,Latin Times,22 May 2013
114,"The first Jolla phone: 4.5-inch display, Android app compliant, 399 ...","Update #2: Jolla has just clarified that 4G means LTE. The display resolution has been vaguely described as ""HD,"" which to our minds suggests ...",Engadget,20 May 2013
114,Making Sense Of The Internet Of Things,"Ubiquitous connectivity is becoming a reality (Wi-Fi, Bluetooth, 4G) and standards are starting to emerge (MQTT). The slight irony of the ...",TechCrunch,25 May 2013
115,How it works: Voice over LTE (VoLTE),"As almost everyone at this point knows, Long Term Evolution (LTE) cellular technology is the next generation of mobile networks. There will ...",Android Authority,5 Jun 2013
115,AT&T 4G LTE Expands In Atlanta,"ATLANTA, June 5, 2013 /PRNewswire/ -- AT&T* has expanded the nation's fastest 4G LTE network** in Atlanta, bringing more customers the ...",PR Newswire (press release),5 Jun 2013
115,Verizon turns on Alaska 4G LTE network,"Although Alaska Communications, GCI and AT&T offer 4G LTE service, theirs is on a different spectrum, so Verizon customers can't roam on ...",Alaskajournal.com,6 Jun 2013
115,Qualcomm Snapdragon 400 receives LTE support,"The major news is the addition of multimode 3G/4G LTE, which will provide handset manufacturers with an integrated LTE compatible chip ...",Android Authority,4 Jun 2013
115,Report: US LTE subscribers will make up 70% of connections by 2017,"According to 4G Americas, as of May 2013 there were 57 million LTE customers in the U.S. and Canada. The number of LTE subscribers ...",FierceWireless,11 Jun 2013
115,"Data For Nothing, Calls For Free: How FreedomPop Will Offer Free ...","EVO 4G Android phones--and potentially Samsung and LG handsets--for $99 to $199, with no contract, and give away 500 megabytes of 4G ...",Forbes,5 Jun 2013
115,Freedom Sleeve Rocket (FreedomPop),"Keep in mind that FreedomPop currently uses Clearwire's 4G WiMAX network, which is somewhat limited. Be sure to check out Clear's 4G ...",PC Magazine,30 May 2013
115,Telecom and ICT Sector in Iraq and Kurdistan: Deployment of 4G ...,"By TK Maloy. ERBIL -- Autonomous Kurdistan has found itself with a comparative advantage in the telecoms department, with defacto faster ...",Marcopolis,30 May 2013
115,FreedomPop's Free Wireless Would Be Cool If It Wasn't So Shady,"According to AllThingsD, FreedomPop has been amassing a pile of refurbished phones that once ran on Sprint's 4G WiMax network, such as ...",TIME,5 Jun 2013
115,Wireless landscape changes as Verizon enters Alaska market,"Data services will be available on its new high-speed 4G LTE network, while voice traffic will temporarily remain on the networks of the ...",Fairbanks Daily News-Miner,3 Jun 2013
117,FINALLY! There Is Now 4G Mobile Coverage On The Summit Of ...,"Climbers will now be able to live stream the view from Mount Everest after the technology companies deployed LTE TDD, a 4G wireless ...",Business Insider,5 Jul 2013
117,4G aims to be South Africa's 'Grange',"With its first vintage appearing in 2009, 4G is a collaboration between renowned winemakers Denis Dubourdieu and Giorgio Dalla Cia.",The Drinks Business,27 Jun 2013
117,"Verizon 4G LTE reaches 500th market, initial network build-out now ...","Verizon was the first US carrier to launch (and famously fumble) its LTE rollout back in 2010, but its long road to 4G nationwide coverage has ...",Engadget,27 Jun 2013
117,Don't Let Your 4G Design Leave 2G And 3G Behind,"Design is a forward-looking practice. But when it comes to creating systems for mobile networks and devices, the future can't completely break ...",Electronic Design,27 Jun 2013
117,Hon Hai Bids For Taiwan 4G Mobile Spectrum,"Fourth-generation, or 4G, wireless technology promises faster data downloads compared with existing 3G technology. Taiwan's mobile ...",Wall Street Journal,2 Jul 2013
117,What is LTE Advanced and why should you care?,The roll out of 4G (fourth generation) mobile networks in the U.S. was slightly complicated by the fact that some carriers decided to label what ...,Digital Trends,30 Jun 2013
117,EE 4G Double-Speed First Real Life Speedtest Results Published,Following on from yesterdays announcement from EE regards the roll out of their new ã 4G Double-Speed mobile data service. Today speed ...,Geeky gadgets,4 Jul 2013
117,TP-LINK TL-MR3040 Mobile WiFi Router,It can even be used for remote shooting or be coupled with a modem dongle to set-up a mobile hotspot via 3G/4G. The TP-LINK TL-MR3040 ...,PhotographyBLOG (blog),4 Jul 2013
117,AT&T no contract phones: 5 we recommend,"Like the 4G network, the plans and phones are pretty familiar, making a potential switch a little more saleable to existing smartphone owners ...",TechRadar UK,28 Jun 2013
117,Top 5 T-Mobile Smartphones (2013),"The carrier recently announced 4G LTE service in seven markets, and many customers will find that their phones will fall back to its still fast ...",TechnoBuffalo,4 Jul 2013
118,How to enable 4G on a Samsung Galaxy S4,"One of the most interesting features of the Samsung Galaxy S4 is the ability of it to connect to LTE networks, more commonly referred to as ...",AndroidPIT.com,20 Jul 2013
118,"You can't get 4G in your living room, but now Mt. Fuji has service at ...",But now Japan's famous snow-capped peak has another bragging right: It's got 4G coverage on the peak. Japanese telecom company NTT ...,GigaOM,11 Jul 2013
118,Mount Fuji gets 4G,"Japan's most famous mountain now has 4G coverage. An LTE network on Mount Fuji went live Thursday, providing download speeds of up to ...",Computerworld,11 Jul 2013
118,Verizon Jetpack 4G LTE Mobile Hotspot MHS291L,"Verizon Wireless has a lot more hotspots than USB modems, which makes sense, since hotspots perform comparably and allow you to get ...",PC Magazine,12 Jul 2013
118,AT&T now has fastest and most reliable 4G LTE network,Get ready for some new ad campaigns with a bit of mud slinging and braggadocio. AT&T now owns the title of fastest 4G LTE network and the ...,AndroidGuys,18 Jul 2013
118,Verizon 4G LTE USB Modem UML295,"It's been well over two years since we've seen a new USB modem on Verizon. I still use the Pantech UML290 all the time, but at this point, ...",PC Magazine,12 Jul 2013
118,Nokia Lumia 520 unveiled as first 4G Windows Phone AT&T ...,"The handset is able to be used on the carrier's expansive 4G network, and comes with a relatively budget-friendly price tag of $99.99 USD.",SlashGear,22 Jul 2013
118,Sprint's tri-band LTE modems go on sale this Friday,"Sprint announced its first tri-band 4G LTE devices back in May, and now the recently acquired carrier says they'll start shipping on July 19th.",Engadget,15 Jul 2013
118,Why the price of mobile data in India is suddenly plummeting,"Incumbent players are also trying to lock in as many consumers as possible before the entry of India's richest man, Mukesh Ambani, into the 4G ...",Quartz,16 Jul 2013
118,String Review: Luxilon 4G,Their new 4G line has been designed to lessen the tension maintenance problem. Fans may have noticed the gold-colored strings in the ...,Tennis Magazine,15 Jul 2013
119,O2 draws inspiration from Rocky Balboa ahead of 4G launch,"O2 has channelled the spirit of Rocky Balboa in its new 'Fit for 4G' teaser trailer. Launching on the network this summer, O2's video shows how ...",The Drum,30 Jul 2013
119,"Telefonica, Yoigo to share 4G, broadband in Spain","Telefonica, the only operator in Spain that does not currently provide 4G services, will have full use of Yoigo's superfast spectrum, while the ...",Reuters,1 Aug 2013
119,"O2 Launches 4G LTE Network for UK in London, Leeds and Bradford","O2 announced the launch of the UK's second ever 4G LTE network today, rolling out service in London, Leeds and Bradford. The carrier ...",TechnoBuffalo,1 Aug 2013
119,Pwnie Express' Pwn Plug R2 lets you hackproof networks over 4G,"Pwnie Express has a knack for stuffing powerful security testing tools into innocuous housings, and this time they're flexing that unique talent ...",Engadget,31 Jul 2013
119,"FreedomPop offers 500MB of free LTE a month, upgrades to Sprint's ...","FreedomPop is a mobile network operator with a pretty crazy business model. You buy the wireless hotspot or USB dongle, and they provide ...",The Verge,6 Aug 2013
119,O2 unveils “Fit for 4G” thumb-centric fitness program,O2 is worried that the upcoming launch of its 4G service this summer will aggravate the situation and further spread injuries across Britain.,Android Community,2 Aug 2013
119,Samsung readies dual-mode 4G TDD/FDD LTE phones for China,SamsungA ElectronicsA is positioning itself to be one of the first handset vendors to tap into China's upcoming market for 4G services by ...,Network World,1 Aug 2013
119,Mobile operator 3 triples profits adding 697000 customers in a year,"He said 3 was ""on track"" to launch its answer to EE's superfast mobile internet service before Christmas, with the new 4G network scheduled to ...",The Guardian,1 Aug 2013
119,Motorola XOOM 4G LTE on Verizon getting Android 4.1.2 update today,"Late last week we confirmed, as well as Verizon Wireless themselves, that the aging and old Motorola XOOM tablet was indeed getting ...",Android Community,6 Aug 2013
119,Case study: Birmingham rolls out free public Wi-Fi,"“We were working on the procurement of 3G and 4G connectivity for the city, and through that process the exciting proposal of the Wi-Fi network ...",ComputerWeekly.com,6 Aug 2013
120,Audi's 2015 S3 Sportback will be the world's first production car to ...,"Audi is officially the first carmaker to put a 4G LTE-equipped vehicle on sale. That vehicle is the redesigned S3 Sportback, which began rolling ...",Digital Trends,18 Aug 2013
120,Casio G'zOne Commando 4G LTE Review: Not So Tough,"The Casio G'zOne Commando 4G LTE may look tough, but it can't withstand much abuse, making the sacrifices of form and performance not ...",Brighthand,9 Aug 2013
120,China Mobile pins hopes on data services and 4G,"Yang Changlong, an industry analyst at Beijing's Bayes Consulting, said China Mobile was pinning its hopes on the high-speed 4G networks, ...",South China Morning Post,14 Aug 2013
120,Nokia Lumia 625 reaches the UK on August 28th with LTE on three ...,"EE, O2 and Vodafone should all support the Lumia 625's LTE either immediately or the day after, so it's just a matter of choosing the 4G network ...",Engadget,14 Aug 2013
120,LG Optimus G Pro E980 AT&T 4G LTE SmartPhone Review,"It doesn't seem that long ago that we had our first look at the LG Optimus G smartphone, but in reality it's been 9 months since we wrapped that ...",Legit Reviews,19 Aug 2013
120,Ethiopia signs $800 million mobile network deal with China's ZTE,SZ) on Sunday to expand mobile phone infrastructure and introduce a high-speed 4G broadband network in the capital Addis Ababa and a 3G ...,Reuters Africa,18 Aug 2013
120,Nexus 7 LTE release nears as device appears in China,This multi-carrier 4G LTE iteration of the 2013 reboot of the Nexus 7 works with a solution created by Qualcomm to connect with a massive ...,SlashGear,14 Aug 2013
